company,url,prefecture,source
株式会社基工務店,http://mtd.jp/,鶴岡,http_research
昭和工務店,http://www.nl-showa.co.jp/,大阪,http_research
株式会社丸山工務店,http://www.maruyamakoumuten.co.jp/index.html,世田谷,http_research
村上工務店,http://murakamikoumuten.jp/,不明,http_research
株式会社林工務店,http://hayashikoumuten.co.jp/,高山,http_research
